data_as_of,death_year,death_month,jurisdiction_occurrence,drug_involved,time_period,month_ending_date,drug_overdose_deaths,footnote
01/04/2026,2019,1,United States,Cocaine,12 month-ending,01/31/2019,15613,
01/04/2026,2019,1,United States,Fentanyl,12 month-ending,01/31/2019,30367,
01/04/2026,2019,1,United States,Gabapentin,12 month-ending,01/31/2019,1935,
01/04/2026,2019,1,United States,Heroin,12 month-ending,01/31/2019,15475,
01/04/2026,2019,1,United States,Methamphetamine,12 month-ending,01/31/2019,12059,
01/04/2026,2019,1,United States,Oxycodone,12 month-ending,01/31/2019,5029,
01/04/2026,2019,1,United States,Xylazine,12 month-ending,01/31/2019,123,
01/04/2026,2019,2,United States,Cocaine,12 month-ending,02/28/2019,15607,
01/04/2026,2019,2,United States,Fentanyl,12 month-ending,02/28/2019,30533,
01/04/2026,2019,2,United States,Gabapentin,12 month-ending,02/28/2019,1955,
01/04/2026,2019,2,United States,Heroin,12 month-ending,02/28/2019,15455,
01/04/2026,2019,2,United States,Methamphetamine,12 month-ending,02/28/2019,12219,
01/04/2026,2019,2,United States,Oxycodone,12 month-ending,02/28/2019,4976,
01/04/2026,2019,2,United States,Xylazine,12 month-ending,02/28/2019,139,
01/04/2026,2019,3,United States,Cocaine,12 month-ending,03/31/2019,15568,
01/04/2026,2019,3,United States,Fentanyl,12 month-ending,03/31/2019,30818,
01/04/2026,2019,3,United States,Gabapentin,12 month-ending,03/31/2019,1966,
01/04/2026,2019,3,United States,Heroin,12 month-ending,03/31/2019,15390,
01/04/2026,2019,3,United States,Methamphetamine,12 month-ending,03/31/2019,12476,
01/04/2026,2019,3,United States,Oxycodone,12 month-ending,03/31/2019,4894,
01/04/2026,2019,3,United States,Xylazine,12 month-ending,03/31/2019,180,
01/04/2026,2019,4,United States,Cocaine,12 month-ending,04/30/2019,15565,
01/04/2026,2019,4,United States,Fentanyl,12 month-ending,04/30/2019,31035,
01/04/2026,2019,4,United States,Gabapentin,12 month-ending,04/30/2019,1940,
01/04/2026,2019,4,United States,Heroin,12 month-ending,04/30/2019,15288,
01/04/2026,2019,4,United States,Methamphetamine,12 month-ending,04/30/2019,12708,
01/04/2026,2019,4,United States,Oxycodone,12 month-ending,04/30/2019,4852,
01/04/2026,2019,4,United States,Xylazine,12 month-ending,04/30/2019,223,
01/04/2026,2019,5,United States,Cocaine,12 month-ending,05/31/2019,15554,
01/04/2026,2019,5,United States,Fentanyl,12 month-ending,05/31/2019,31226,
01/04/2026,2019,5,United States,Gabapentin,12 month-ending,05/31/2019,1932,
01/04/2026,2019,5,United States,Heroin,12 month-ending,05/31/2019,15195,
01/04/2026,2019,5,United States,Methamphetamine,12 month-ending,05/31/2019,12969,
01/04/2026,2019,5,United States,Oxycodone,12 month-ending,05/31/2019,4794,
01/04/2026,2019,5,United States,Xylazine,12 month-ending,05/31/2019,253,
01/04/2026,2019,6,United States,Cocaine,12 month-ending,06/30/2019,15537,
01/04/2026,2019,6,United States,Fentanyl,12 month-ending,06/30/2019,31432,
01/04/2026,2019,6,United States,Gabapentin,12 month-ending,06/30/2019,1993,
01/04/2026,2019,6,United States,Heroin,12 month-ending,06/30/2019,15054,
01/04/2026,2019,6,United States,Methamphetamine,12 month-ending,06/30/2019,13201,
01/04/2026,2019,6,United States,Oxycodone,12 month-ending,06/30/2019,4749,
01/04/2026,2019,6,United States,Xylazine,12 month-ending,06/30/2019,299,
01/04/2026,2019,7,United States,Cocaine,12 month-ending,07/31/2019,15643,
01/04/2026,2019,7,United States,Fentanyl,12 month-ending,07/31/2019,31861,
01/04/2026,2019,7,United States,Gabapentin,12 month-ending,07/31/2019,2093,
01/04/2026,2019,7,United States,Heroin,12 month-ending,07/31/2019,14959,
01/04/2026,2019,7,United States,Methamphetamine,12 month-ending,07/31/2019,13487,
01/04/2026,2019,7,United States,Oxycodone,12 month-ending,07/31/2019,4711,
01/04/2026,2019,7,United States,Xylazine,12 month-ending,07/31/2019,367,
01/04/2026,2019,8,United States,Cocaine,12 month-ending,08/31/2019,15822,
01/04/2026,2019,8,United States,Fentanyl,12 month-ending,08/31/2019,32383,
01/04/2026,2019,8,United States,Gabapentin,12 month-ending,08/31/2019,2153,
01/04/2026,2019,8,United States,Heroin,12 month-ending,08/31/2019,14831,
01/04/2026,2019,8,United States,Methamphetamine,12 month-ending,08/31/2019,13756,
01/04/2026,2019,8,United States,Oxycodone,12 month-ending,08/31/2019,4636,
01/04/2026,2019,8,United States,Xylazine,12 month-ending,08/31/2019,421,
01/04/2026,2019,9,United States,Cocaine,12 month-ending,09/30/2019,16018,
01/04/2026,2019,9,United States,Fentanyl,12 month-ending,09/30/2019,32943,
01/04/2026,2019,9,United States,Gabapentin,12 month-ending,09/30/2019,2218,
01/04/2026,2019,9,United States,Heroin,12 month-ending,09/30/2019,14705,
01/04/2026,2019,9,United States,Methamphetamine,12 month-ending,09/30/2019,14095,
01/04/2026,2019,9,United States,Oxycodone,12 month-ending,09/30/2019,4621,
01/04/2026,2019,9,United States,Xylazine,12 month-ending,09/30/2019,468,
01/04/2026,2019,10,United States,Cocaine,12 month-ending,10/31/2019,16296,
01/04/2026,2019,10,United States,Fentanyl,12 month-ending,10/31/2019,33641,
01/04/2026,2019,10,United States,Gabapentin,12 month-ending,10/31/2019,2354,
01/04/2026,2019,10,United States,Heroin,12 month-ending,10/31/2019,14602,
01/04/2026,2019,10,United States,Methamphetamine,12 month-ending,10/31/2019,14473,
01/04/2026,2019,10,United States,Oxycodone,12 month-ending,10/31/2019,4619,
01/04/2026,2019,10,United States,Xylazine,12 month-ending,10/31/2019,515,
01/04/2026,2019,11,United States,Cocaine,12 month-ending,11/30/2019,16679,
01/04/2026,2019,11,United States,Fentanyl,12 month-ending,11/30/2019,34549,
01/04/2026,2019,11,United States,Gabapentin,12 month-ending,11/30/2019,2496,
01/04/2026,2019,11,United States,Heroin,12 month-ending,11/30/2019,14658,
01/04/2026,2019,11,United States,Methamphetamine,12 month-ending,11/30/2019,14810,
01/04/2026,2019,11,United States,Oxycodone,12 month-ending,11/30/2019,4650,
01/04/2026,2019,11,United States,Xylazine,12 month-ending,11/30/2019,587,
01/04/2026,2019,12,United States,Cocaine,12 month-ending,12/31/2019,16997,
01/04/2026,2019,12,United States,Fentanyl,12 month-ending,12/31/2019,35473,
01/04/2026,2019,12,United States,Gabapentin,12 month-ending,12/31/2019,2579,
01/04/2026,2019,12,United States,Heroin,12 month-ending,12/31/2019,14525,
01/04/2026,2019,12,United States,Methamphetamine,12 month-ending,12/31/2019,15096,
01/04/2026,2019,12,United States,Oxycodone,12 month-ending,12/31/2019,4630,
01/04/2026,2019,12,United States,Xylazine,12 month-ending,12/31/2019,627,
01/04/2026,2020,1,United States,Cocaine,12 month-ending,01/31/2020,17356,
01/04/2026,2020,1,United States,Fentanyl,12 month-ending,01/31/2020,36420,
01/04/2026,2020,1,United States,Gabapentin,12 month-ending,01/31/2020,2713,
01/04/2026,2020,1,United States,Heroin,12 month-ending,01/31/2020,14456,
01/04/2026,2020,1,United States,Methamphetamine,12 month-ending,01/31/2020,15370,
01/04/2026,2020,1,United States,Oxycodone,12 month-ending,01/31/2020,4679,
01/04/2026,2020,1,United States,Xylazine,12 month-ending,01/31/2020,662,
01/04/2026,2020,2,United States,Cocaine,12 month-ending,02/29/2020,17784,
01/04/2026,2020,2,United States,Fentanyl,12 month-ending,02/29/2020,37554,
01/04/2026,2020,2,United States,Gabapentin,12 month-ending,02/29/2020,2851,
01/04/2026,2020,2,United States,Heroin,12 month-ending,02/29/2020,14420,
01/04/2026,2020,2,United States,Methamphetamine,12 month-ending,02/29/2020,15790,
01/04/2026,2020,2,United States,Oxycodone,12 month-ending,02/29/2020,4690,
01/04/2026,2020,2,United States,Xylazine,12 month-ending,02/29/2020,738,
01/04/2026,2020,3,United States,Cocaine,12 month-ending,03/31/2020,18256,
01/04/2026,2020,3,United States,Fentanyl,12 month-ending,03/31/2020,38828,
01/04/2026,2020,3,United States,Gabapentin,12 month-ending,03/31/2020,3007,
01/04/2026,2020,3,United States,Heroin,12 month-ending,03/31/2020,14348,
01/04/2026,2020,3,United States,Methamphetamine,12 month-ending,03/31/2020,16307,
01/04/2026,2020,3,United States,Oxycodone,12 month-ending,03/31/2020,4728,
01/04/2026,2020,3,United States,Xylazine,12 month-ending,03/31/2020,794,
01/04/2026,2020,4,United States,Cocaine,12 month-ending,04/30/2020,18963,
01/04/2026,2020,4,United States,Fentanyl,12 month-ending,04/30/2020,40947,
01/04/2026,2020,4,United States,Gabapentin,12 month-ending,04/30/2020,3230,
01/04/2026,2020,4,United States,Heroin,12 month-ending,04/30/2020,14469,
01/04/2026,2020,4,United States,Methamphetamine,12 month-ending,04/30/2020,17050,
01/04/2026,2020,4,United States,Oxycodone,12 month-ending,04/30/2020,4750,
01/04/2026,2020,4,United States,Xylazine,12 month-ending,04/30/2020,860,
01/04/2026,2020,5,United States,Cocaine,12 month-ending,05/31/2020,19820,
01/04/2026,2020,5,United States,Fentanyl,12 month-ending,05/31/2020,44245,
01/04/2026,2020,5,United States,Gabapentin,12 month-ending,05/31/2020,3460,
01/04/2026,2020,5,United States,Heroin,12 month-ending,05/31/2020,14791,
01/04/2026,2020,5,United States,Methamphetamine,12 month-ending,05/31/2020,17920,
01/04/2026,2020,5,United States,Oxycodone,12 month-ending,05/31/2020,4908,
01/04/2026,2020,5,United States,Xylazine,12 month-ending,05/31/2020,962,
01/04/2026,2020,6,United States,Cocaine,12 month-ending,06/30/2020,20292,
01/04/2026,2020,6,United States,Fentanyl,12 month-ending,06/30/2020,46540,
01/04/2026,2020,6,United States,Gabapentin,12 month-ending,06/30/2020,3550,
01/04/2026,2020,6,United States,Heroin,12 month-ending,06/30/2020,14819,
01/04/2026,2020,6,United States,Methamphetamine,12 month-ending,06/30/2020,18590,
01/04/2026,2020,6,United States,Oxycodone,12 month-ending,06/30/2020,4951,
01/04/2026,2020,6,United States,Xylazine,12 month-ending,06/30/2020,1048,
01/04/2026,2020,7,United States,Cocaine,12 month-ending,07/31/2020,20630,
01/04/2026,2020,7,United States,Fentanyl,12 month-ending,07/31/2020,48579,
01/04/2026,2020,7,United States,Gabapentin,12 month-ending,07/31/2020,3690,
01/04/2026,2020,7,United States,Heroin,12 month-ending,07/31/2020,14782,
01/04/2026,2020,7,United States,Methamphetamine,12 month-ending,07/31/2020,19310,
01/04/2026,2020,7,United States,Oxycodone,12 month-ending,07/31/2020,4992,
01/04/2026,2020,7,United States,Xylazine,12 month-ending,07/31/2020,1109,
01/04/2026,2020,8,United States,Cocaine,12 month-ending,08/31/2020,20812,
01/04/2026,2020,8,United States,Fentanyl,12 month-ending,08/31/2020,50412,
01/04/2026,2020,8,United States,Gabapentin,12 month-ending,08/31/2020,3811,
01/04/2026,2020,8,United States,Heroin,12 month-ending,08/31/2020,14648,
01/04/2026,2020,8,United States,Methamphetamine,12 month-ending,08/31/2020,20279,
01/04/2026,2020,8,United States,Oxycodone,12 month-ending,08/31/2020,5076,
01/04/2026,2020,8,United States,Xylazine,12 month-ending,08/31/2020,1158,
01/04/2026,2020,9,United States,Cocaine,12 month-ending,09/30/2020,21036,
01/04/2026,2020,9,United States,Fentanyl,12 month-ending,09/30/2020,51997,
01/04/2026,2020,9,United States,Gabapentin,12 month-ending,09/30/2020,3855,
01/04/2026,2020,9,United States,Heroin,12 month-ending,09/30/2020,14496,
01/04/2026,2020,9,United States,Methamphetamine,12 month-ending,09/30/2020,20812,
01/04/2026,2020,9,United States,Oxycodone,12 month-ending,09/30/2020,5083,
01/04/2026,2020,9,United States,Xylazine,12 month-ending,09/30/2020,1221,
01/04/2026,2020,10,United States,Cocaine,12 month-ending,10/31/2020,21063,
01/04/2026,2020,10,United States,Fentanyl,12 month-ending,10/31/2020,53286,
01/04/2026,2020,10,United States,Gabapentin,12 month-ending,10/31/2020,3874,
01/04/2026,2020,10,United States,Heroin,12 month-ending,10/31/2020,14208,
01/04/2026,2020,10,United States,Methamphetamine,12 month-ending,10/31/2020,21250,
01/04/2026,2020,10,United States,Oxycodone,12 month-ending,10/31/2020,5109,
01/04/2026,2020,10,United States,Xylazine,12 month-ending,10/31/2020,1289,
01/04/2026,2020,11,United States,Cocaine,12 month-ending,11/30/2020,21056,
01/04/2026,2020,11,United States,Fentanyl,12 month-ending,11/30/2020,54543,
01/04/2026,2020,11,United States,Gabapentin,12 month-ending,11/30/2020,3885,
01/04/2026,2020,11,United States,Heroin,12 month-ending,11/30/2020,13896,
01/04/2026,2020,11,United States,Methamphetamine,12 month-ending,11/30/2020,21869,
01/04/2026,2020,11,United States,Oxycodone,12 month-ending,11/30/2020,5114,
01/04/2026,2020,11,United States,Xylazine,12 month-ending,11/30/2020,1370,
01/04/2026,2020,12,United States,Cocaine,12 month-ending,12/31/2020,21079,
01/04/2026,2020,12,United States,Fentanyl,12 month-ending,12/31/2020,55820,
01/04/2026,2020,12,United States,Gabapentin,12 month-ending,12/31/2020,3941,
01/04/2026,2020,12,United States,Heroin,12 month-ending,12/31/2020,13642,
01/04/2026,2020,12,United States,Methamphetamine,12 month-ending,12/31/2020,22559,
01/04/2026,2020,12,United States,Oxycodone,12 month-ending,12/31/2020,5124,
01/04/2026,2020,12,United States,Xylazine,12 month-ending,12/31/2020,1499,
01/04/2026,2021,1,United States,Cocaine,12 month-ending,01/31/2021,21473,
01/04/2026,2021,1,United States,Fentanyl,12 month-ending,01/31/2021,57890,
01/04/2026,2021,1,United States,Gabapentin,12 month-ending,01/31/2021,4008,
01/04/2026,2021,1,United States,Heroin,12 month-ending,01/31/2021,13479,
01/04/2026,2021,1,United States,Methamphetamine,12 month-ending,01/31/2021,23561,
01/04/2026,2021,1,United States,Oxycodone,12 month-ending,01/31/2021,5105,
01/04/2026,2021,1,United States,Xylazine,12 month-ending,01/31/2021,1668,
01/04/2026,2021,2,United States,Cocaine,12 month-ending,02/28/2021,21582,
01/04/2026,2021,2,United States,Fentanyl,12 month-ending,02/28/2021,59147,
01/04/2026,2021,2,United States,Gabapentin,12 month-ending,02/28/2021,4035,
01/04/2026,2021,2,United States,Heroin,12 month-ending,02/28/2021,13131,
01/04/2026,2021,2,United States,Methamphetamine,12 month-ending,02/28/2021,24307,
01/04/2026,2021,2,United States,Oxycodone,12 month-ending,02/28/2021,5150,
01/04/2026,2021,2,United States,Xylazine,12 month-ending,02/28/2021,1814,
01/04/2026,2021,3,United States,Cocaine,12 month-ending,03/31/2021,22028,
01/04/2026,2021,3,United States,Fentanyl,12 month-ending,03/31/2021,61241,
01/04/2026,2021,3,United States,Gabapentin,12 month-ending,03/31/2021,4086,
01/04/2026,2021,3,United States,Heroin,12 month-ending,03/31/2021,12905,
01/04/2026,2021,3,United States,Methamphetamine,12 month-ending,03/31/2021,25282,
01/04/2026,2021,3,United States,Oxycodone,12 month-ending,03/31/2021,5175,
01/04/2026,2021,3,United States,Xylazine,12 month-ending,03/31/2021,1987,
01/04/2026,2021,4,United States,Cocaine,12 month-ending,04/30/2021,22368,
01/04/2026,2021,4,United States,Fentanyl,12 month-ending,04/30/2021,62670,
01/04/2026,2021,4,United States,Gabapentin,12 month-ending,04/30/2021,4098,
01/04/2026,2021,4,United States,Heroin,12 month-ending,04/30/2021,12528,
01/04/2026,2021,4,United States,Methamphetamine,12 month-ending,04/30/2021,26163,
01/04/2026,2021,4,United States,Oxycodone,12 month-ending,04/30/2021,5229,
01/04/2026,2021,4,United States,Xylazine,12 month-ending,04/30/2021,2143,
01/04/2026,2021,5,United States,Cocaine,12 month-ending,05/31/2021,22365,
01/04/2026,2021,5,United States,Fentanyl,12 month-ending,05/31/2021,62742,
01/04/2026,2021,5,United States,Gabapentin,12 month-ending,05/31/2021,4071,
01/04/2026,2021,5,United States,Heroin,12 month-ending,05/31/2021,11816,
01/04/2026,2021,5,United States,Methamphetamine,12 month-ending,05/31/2021,26809,
01/04/2026,2021,5,United States,Oxycodone,12 month-ending,05/31/2021,5148,
01/04/2026,2021,5,United States,Xylazine,12 month-ending,05/31/2021,2308,
01/04/2026,2021,6,United States,Cocaine,12 month-ending,06/30/2021,22703,
01/04/2026,2021,6,United States,Fentanyl,12 month-ending,06/30/2021,63580,
01/04/2026,2021,6,United States,Gabapentin,12 month-ending,06/30/2021,4117,
01/04/2026,2021,6,United States,Heroin,12 month-ending,06/30/2021,11345,
01/04/2026,2021,6,United States,Methamphetamine,12 month-ending,06/30/2021,27579,
01/04/2026,2021,6,United States,Oxycodone,12 month-ending,06/30/2021,5143,
01/04/2026,2021,6,United States,Xylazine,12 month-ending,06/30/2021,2483,
01/04/2026,2021,7,United States,Cocaine,12 month-ending,07/31/2021,23186,
01/04/2026,2021,7,United States,Fentanyl,12 month-ending,07/31/2021,64573,
01/04/2026,2021,7,United States,Gabapentin,12 month-ending,07/31/2021,4120,
01/04/2026,2021,7,United States,Heroin,12 month-ending,07/31/2021,10980,
01/04/2026,2021,7,United States,Methamphetamine,12 month-ending,07/31/2021,28294,
01/04/2026,2021,7,United States,Oxycodone,12 month-ending,07/31/2021,5128,
01/04/2026,2021,7,United States,Xylazine,12 month-ending,07/31/2021,2659,
01/04/2026,2021,8,United States,Cocaine,12 month-ending,08/31/2021,23822,
01/04/2026,2021,8,United States,Fentanyl,12 month-ending,08/31/2021,65746,
01/04/2026,2021,8,United States,Gabapentin,12 month-ending,08/31/2021,4137,
01/04/2026,2021,8,United States,Heroin,12 month-ending,08/31/2021,10648,
01/04/2026,2021,8,United States,Methamphetamine,12 month-ending,08/31/2021,28826,
01/04/2026,2021,8,United States,Oxycodone,12 month-ending,08/31/2021,5143,
01/04/2026,2021,8,United States,Xylazine,12 month-ending,08/31/2021,2861,
01/04/2026,2021,9,United States,Cocaine,12 month-ending,09/30/2021,24418,
01/04/2026,2021,9,United States,Fentanyl,12 month-ending,09/30/2021,67071,
01/04/2026,2021,9,United States,Gabapentin,12 month-ending,09/30/2021,4195,
01/04/2026,2021,9,United States,Heroin,12 month-ending,09/30/2021,10374,
01/04/2026,2021,9,United States,Methamphetamine,12 month-ending,09/30/2021,29614,
01/04/2026,2021,9,United States,Oxycodone,12 month-ending,09/30/2021,5163,
01/04/2026,2021,9,United States,Xylazine,12 month-ending,09/30/2021,3047,
01/04/2026,2021,10,United States,Cocaine,12 month-ending,10/31/2021,25100,
01/04/2026,2021,10,United States,Fentanyl,12 month-ending,10/31/2021,68409,
01/04/2026,2021,10,United States,Gabapentin,12 month-ending,10/31/2021,4240,
01/04/2026,2021,10,United States,Heroin,12 month-ending,10/31/2021,10168,
01/04/2026,2021,10,United States,Methamphetamine,12 month-ending,10/31/2021,30404,
01/04/2026,2021,10,United States,Oxycodone,12 month-ending,10/31/2021,5124,
01/04/2026,2021,10,United States,Xylazine,12 month-ending,10/31/2021,3232,
01/04/2026,2021,11,United States,Cocaine,12 month-ending,11/30/2021,25727,
01/04/2026,2021,11,United States,Fentanyl,12 month-ending,11/30/2021,69388,
01/04/2026,2021,11,United States,Gabapentin,12 month-ending,11/30/2021,4280,
01/04/2026,2021,11,United States,Heroin,12 month-ending,11/30/2021,9833,
01/04/2026,2021,11,United States,Methamphetamine,12 month-ending,11/30/2021,30949,
01/04/2026,2021,11,United States,Oxycodone,12 month-ending,11/30/2021,5094,
01/04/2026,2021,11,United States,Xylazine,12 month-ending,11/30/2021,3356,
01/04/2026,2021,12,United States,Cocaine,12 month-ending,12/31/2021,26418,
01/04/2026,2021,12,United States,Fentanyl,12 month-ending,12/31/2021,70523,
01/04/2026,2021,12,United States,Gabapentin,12 month-ending,12/31/2021,4318,
01/04/2026,2021,12,United States,Heroin,12 month-ending,12/31/2021,9504,
01/04/2026,2021,12,United States,Methamphetamine,12 month-ending,12/31/2021,31461,
01/04/2026,2021,12,United States,Oxycodone,12 month-ending,12/31/2021,5090,
01/04/2026,2021,12,United States,Xylazine,12 month-ending,12/31/2021,3501,
01/04/2026,2022,1,United States,Cocaine,12 month-ending,01/31/2022,26745,
01/04/2026,2022,1,United States,Fentanyl,12 month-ending,01/31/2022,70907,
01/04/2026,2022,1,United States,Gabapentin,12 month-ending,01/31/2022,4295,
01/04/2026,2022,1,United States,Heroin,12 month-ending,01/31/2022,9164,
01/04/2026,2022,1,United States,Methamphetamine,12 month-ending,01/31/2022,31729,
01/04/2026,2022,1,United States,Oxycodone,12 month-ending,01/31/2022,5035,
01/04/2026,2022,1,United States,Xylazine,12 month-ending,01/31/2022,3636,
01/04/2026,2022,2,United States,Cocaine,12 month-ending,02/28/2022,27259,
01/04/2026,2022,2,United States,Fentanyl,12 month-ending,02/28/2022,71871,
01/04/2026,2022,2,United States,Gabapentin,12 month-ending,02/28/2022,4301,
01/04/2026,2022,2,United States,Heroin,12 month-ending,02/28/2022,8940,
01/04/2026,2022,2,United States,Methamphetamine,12 month-ending,02/28/2022,32155,
01/04/2026,2022,2,United States,Oxycodone,12 month-ending,02/28/2022,4997,
01/04/2026,2022,2,United States,Xylazine,12 month-ending,02/28/2022,3720,
01/04/2026,2022,3,United States,Cocaine,12 month-ending,03/31/2022,27423,
01/04/2026,2022,3,United States,Fentanyl,12 month-ending,03/31/2022,71952,
01/04/2026,2022,3,United States,Gabapentin,12 month-ending,03/31/2022,4295,
01/04/2026,2022,3,United States,Heroin,12 month-ending,03/31/2022,8505,
01/04/2026,2022,3,United States,Methamphetamine,12 month-ending,03/31/2022,32288,
01/04/2026,2022,3,United States,Oxycodone,12 month-ending,03/31/2022,4949,
01/04/2026,2022,3,United States,Xylazine,12 month-ending,03/31/2022,3840,
01/04/2026,2022,4,United States,Cocaine,12 month-ending,04/30/2022,27418,
01/04/2026,2022,4,United States,Fentanyl,12 month-ending,04/30/2022,71616,
01/04/2026,2022,4,United States,Gabapentin,12 month-ending,04/30/2022,4244,
01/04/2026,2022,4,United States,Heroin,12 month-ending,04/30/2022,8086,
01/04/2026,2022,4,United States,Methamphetamine,12 month-ending,04/30/2022,32029,
01/04/2026,2022,4,United States,Oxycodone,12 month-ending,04/30/2022,4847,
01/04/2026,2022,4,United States,Xylazine,12 month-ending,04/30/2022,3968,
01/04/2026,2022,5,United States,Cocaine,12 month-ending,05/31/2022,27556,
01/04/2026,2022,5,United States,Fentanyl,12 month-ending,05/31/2022,71486,
01/04/2026,2022,5,United States,Gabapentin,12 month-ending,05/31/2022,4239,
01/04/2026,2022,5,United States,Heroin,12 month-ending,05/31/2022,7734,
01/04/2026,2022,5,United States,Methamphetamine,12 month-ending,05/31/2022,31978,
01/04/2026,2022,5,United States,Oxycodone,12 month-ending,05/31/2022,4761,
01/04/2026,2022,5,United States,Xylazine,12 month-ending,05/31/2022,4063,
01/04/2026,2022,6,United States,Cocaine,12 month-ending,06/30/2022,27717,
01/04/2026,2022,6,United States,Fentanyl,12 month-ending,06/30/2022,71477,
01/04/2026,2022,6,United States,Gabapentin,12 month-ending,06/30/2022,4256,
01/04/2026,2022,6,United States,Heroin,12 month-ending,06/30/2022,7471,
01/04/2026,2022,6,United States,Methamphetamine,12 month-ending,06/30/2022,32115,
01/04/2026,2022,6,United States,Oxycodone,12 month-ending,06/30/2022,4694,
01/04/2026,2022,6,United States,Xylazine,12 month-ending,06/30/2022,4100,
01/04/2026,2022,7,United States,Cocaine,12 month-ending,07/31/2022,27893,
01/04/2026,2022,7,United States,Fentanyl,12 month-ending,07/31/2022,71750,
01/04/2026,2022,7,United States,Gabapentin,12 month-ending,07/31/2022,4235,
01/04/2026,2022,7,United States,Heroin,12 month-ending,07/31/2022,7137,
01/04/2026,2022,7,United States,Methamphetamine,12 month-ending,07/31/2022,32336,
01/04/2026,2022,7,United States,Oxycodone,12 month-ending,07/31/2022,4688,
01/04/2026,2022,7,United States,Xylazine,12 month-ending,07/31/2022,4168,
01/04/2026,2022,8,United States,Cocaine,12 month-ending,08/31/2022,28071,
01/04/2026,2022,8,United States,Fentanyl,12 month-ending,08/31/2022,71945,
01/04/2026,2022,8,United States,Gabapentin,12 month-ending,08/31/2022,4242,
01/04/2026,2022,8,United States,Heroin,12 month-ending,08/31/2022,6835,
01/04/2026,2022,8,United States,Methamphetamine,12 month-ending,08/31/2022,32295,
01/04/2026,2022,8,United States,Oxycodone,12 month-ending,08/31/2022,4569,
01/04/2026,2022,8,United States,Xylazine,12 month-ending,08/31/2022,4221,
01/04/2026,2022,9,United States,Cocaine,12 month-ending,09/30/2022,28301,
01/04/2026,2022,9,United States,Fentanyl,12 month-ending,09/30/2022,71991,
01/04/2026,2022,9,United States,Gabapentin,12 month-ending,09/30/2022,4275,
01/04/2026,2022,9,United States,Heroin,12 month-ending,09/30/2022,6572,
01/04/2026,2022,9,United States,Methamphetamine,12 month-ending,09/30/2022,32354,
01/04/2026,2022,9,United States,Oxycodone,12 month-ending,09/30/2022,4537,
01/04/2026,2022,9,United States,Xylazine,12 month-ending,09/30/2022,4225,
01/04/2026,2022,10,United States,Cocaine,12 month-ending,10/31/2022,28627,
01/04/2026,2022,10,United States,Fentanyl,12 month-ending,10/31/2022,72567,
01/04/2026,2022,10,United States,Gabapentin,12 month-ending,10/31/2022,4314,
01/04/2026,2022,10,United States,Heroin,12 month-ending,10/31/2022,6314,
01/04/2026,2022,10,United States,Methamphetamine,12 month-ending,10/31/2022,32525,
01/04/2026,2022,10,United States,Oxycodone,12 month-ending,10/31/2022,4539,
01/04/2026,2022,10,United States,Xylazine,12 month-ending,10/31/2022,4300,
01/04/2026,2022,11,United States,Cocaine,12 month-ending,11/30/2022,28964,
01/04/2026,2022,11,United States,Fentanyl,12 month-ending,11/30/2022,73214,
01/04/2026,2022,11,United States,Gabapentin,12 month-ending,11/30/2022,4332,
01/04/2026,2022,11,United States,Heroin,12 month-ending,11/30/2022,6133,
01/04/2026,2022,11,United States,Methamphetamine,12 month-ending,11/30/2022,32781,
01/04/2026,2022,11,United States,Oxycodone,12 month-ending,11/30/2022,4515,
01/04/2026,2022,11,United States,Xylazine,12 month-ending,11/30/2022,4381,
01/04/2026,2022,12,United States,Cocaine,12 month-ending,12/31/2022,29408,
01/04/2026,2022,12,United States,Fentanyl,12 month-ending,12/31/2022,73977,
01/04/2026,2022,12,United States,Gabapentin,12 month-ending,12/31/2022,4348,
01/04/2026,2022,12,United States,Heroin,12 month-ending,12/31/2022,5989,
01/04/2026,2022,12,United States,Methamphetamine,12 month-ending,12/31/2022,33305,
01/04/2026,2022,12,United States,Oxycodone,12 month-ending,12/31/2022,4510,
01/04/2026,2022,12,United States,Xylazine,12 month-ending,12/31/2022,4466,
01/04/2026,2023,1,United States,Cocaine,12 month-ending,01/31/2023,29811,
01/04/2026,2023,1,United States,Fentanyl,12 month-ending,01/31/2023,74525,
01/04/2026,2023,1,United States,Gabapentin,12 month-ending,01/31/2023,4303,
01/04/2026,2023,1,United States,Heroin,12 month-ending,01/31/2023,5719,
01/04/2026,2023,1,United States,Methamphetamine,12 month-ending,01/31/2023,33542,
01/04/2026,2023,1,United States,Oxycodone,12 month-ending,01/31/2023,4458,
01/04/2026,2023,1,United States,Xylazine,12 month-ending,01/31/2023,4501,
01/04/2026,2023,2,United States,Cocaine,12 month-ending,02/28/2023,30023,
01/04/2026,2023,2,United States,Fentanyl,12 month-ending,02/28/2023,74646,
01/04/2026,2023,2,United States,Gabapentin,12 month-ending,02/28/2023,4324,
01/04/2026,2023,2,United States,Heroin,12 month-ending,02/28/2023,5541,
01/04/2026,2023,2,United States,Methamphetamine,12 month-ending,02/28/2023,33691,
01/04/2026,2023,2,United States,Oxycodone,12 month-ending,02/28/2023,4418,
01/04/2026,2023,2,United States,Xylazine,12 month-ending,02/28/2023,4611,
01/04/2026,2023,3,United States,Cocaine,12 month-ending,03/31/2023,30344,
01/04/2026,2023,3,United States,Fentanyl,12 month-ending,03/31/2023,75022,
